price,district,rooms,floor,floors,area,type,cond,walls,desc
35000.0,Suvorovsky,2,10,11.0,62.0,Special project,After builders,Brick,"An apartment in a rented house, condition from builders, spacious rooms, a large kitchen, developed infrastructure of the area., Good transport interchange. Condition from builders. Not housing stock. "
35500.0,Suvorovsky,2,1,9.0,50.0,Czech,Residential clean,Panel,
18500.0,Suvorovsky,1,6,9.0,30.0,Guest,Residential clean,Block-brick,"Apartment in good condition, vacant "
35000.0,Suvorovsky,3,3,9.0,56.0,Kharkiv,After makeup,Panel,"The apartment is after renovation, near schools, kindergartens, supermarkets, market. good transport interchange. "
26500.0,Suvorovsky,1,2,6.0,39.0,New ,After builders,Block-brick,"Residential complex ""Yakorya"" New rented house, excellent layout. "
65000.0,Suvorovsky,2,8,25.0,65.0,New ,Renovation,Aerated concrete,"30th Pearl. Apartment with designer renovation - built-in kitchen, air conditioning. Huge studio kitchen and two separate rooms. The house has autonomous heating. Closed guarded territory, video surveillance, autonomous heating. All infrastructure, well-developed transport interchange are within walking distance. "
44500.0,Suvorovsky,1,4,19.0,48.0,Special project,Renovation,Block-brick,
31000.0,Suvorovsky,1,10,16.0,40.0,Cellular,After overhaul,Panel,"The apartment is after a major overhaul, a spacious room, a large kitchen, two schools nearby, a kindergarten, supermarkets, a market., Good transport interchange. "
44000.0,Suvorovsky,2,5,10.0,70.0,Special project,After builders,Aerated concrete,"The house is leased. Nice layout. Closed yard. Near the bazaar, supermarkets. "
42000.0,Malinovsky,1,4,9.0,47.1,New ,After builders,Brick,"The apartment is western, the windows face Zaporozhskaya street. A double-circuit boiler of ""BOSH"" company, armored door, radiators are installed. Good screed. The loggia is glazed. The house has video surveillance, an ""OTIS"" elevator is installed, there is a concierge. "
26500.0,Suvorovsky,2,4,5.0,48.0,Special project,Residential clean,Block-brick,"District 13 school. Excellent apartment, very in good condition, IGO, the balcony is flooded "
10000.0,Suvorovsky,1,1,5.0,60.0,Special project,Renovation,Block-brick,"Clean, comfortable, warm room. After major repairs, the room has a washbasin, furniture. The sea is within walking distance. Excellent transport interchange "
55000.0,Primorsky,2,1,3.0,97.5,Old fund,Renovation,Shell rock,"promising apartment near Shevchenko park and Lanzheron beach, high ground floor and basement, possibly equipping a bunk apartment or dividing into two, its own courtyard, first floor and facade with a fresh renovation, basement room (40 sq. m) for finishing. "
44000.0,Suvorovsky,2,2,6.0,60.0,Special project,After builders,Block-brick,"Silent elevator, guarded closed area, equipped barbecue area, pine alley, covered parking Correct layout, high ceilings ,. The apartment is ready for renovation, a high-quality screed is made, a 2-loop boiler is installed, "
26000.0,Suvorovsky,2,8,9.0,60.0,Special project,After overhaul,Brick,Former hostel. All its own. Kitchen along the corridor. After a major overhaul.
19000.0,Suvorovsky,1,3,3.0,27.0,Special project,Renovation,Block-brick,"Individual gas heating - boiler room for 12 apartments. The apartment has been renovated. The price includes furniture and household appliances - refrigerator, oven, stove, washing machine, air conditioner. Closed courtyard, closed front door. A place for a car - as a gift! To the sea 7 minutes walk. "
25000.0,Suvorovsky,2,3,3.0,37.0,Special project,After makeup,Shell rock,"Mpo, over the entire apartment there is an attic for use, a clean front door with a cast-iron staircase, a large courtyard, a place for a car "
28000.0,Suvorovsky,1,1,6.0,36.0,Special project,Renovation,Block-brick,
100000.0,Suvorovsky,3,17,18.0,97.0,Special project,Author's design,Aerated concrete,"Residential complex ""Tenth Zhemchuzhina"" Apartment with designer renovation. Author's built-in furniture, natural wood kitchen, 4 air conditioners. The nursery has two zones, ideal for two children. Soundproofing of ceilings and walls. Warm floors in the bathroom and corridor. Panoramic sea views. Closed and guarded territory. "
48000.0,Primorsky,3,5,5.0,57.0,Khrushchevka,Residential clean,Brick,The apartment is in good living condition. Bright rooms. New plumbing. The roof is not leaking. The house is located in the second row from the road.
21500.0,Suvorovsky,1,16,21.0,33.0,Special project,House under construction,Block-brick,"LCD ,, Luzanovsky Park ,, Delivery 2020. Comfortable apartment in a business class building. Monolithic autonomous house. Perfect screed. Ceiling height 2.8m, metering devices, MPO. Developed infrastructure. Overlooking the sea, 7 minutes from the sea. Near supermarket METRO. Ideal for living and for rent. Sea view from the windows. Landscaped area with green courtyards and playgrounds. Excellent transport interchange. Nice, new home from a reliable developer. Compact layout. Redevelopment is possible. "
75000.0,Suvorovsky,4,2,12.0,87.0,Special project,Residential clean,Panel,"All windows are metal-plastic. Each room has a glazed loggia., Built-in kitchen, modern cladding. Separate storage room on the floor - 5 sq.m. Nearby there is a clinic, a supermarket, a kindergarten, a market, a good transport interchange. "
45000.0,Suvorovsky,3,11,12.0,91.7,Special project,Renovation,Block-brick,"A large kitchen (17sq.m) is the dream of any hostess. A large square hall of 17.5 square meters, 2 full bathrooms and an equipped wardrobe room (4.1 square meters). Energy-saving double-glazed windows, steel radiators, metering devices, an electric boiler, an armored front door are installed. "
49000.0,Suvorovsky,2,6,25.0,68.0,Special project,After builders,Block-brick,"The rooms are spacious and bright, the bathroom is separate, there is a balcony from the kitchen. Windows overlook the courtyard, there is a playground in the courtyard. Near the shopping center Riviera, the sea, the market, schools and children. gardens. "
30000.0,Suvorovsky,1,1,12.0,51.0,Special project,Renovation,Panel,"the loggia and the balcony are glazed, the apartment has been renovated by 95% "
60000.0,Suvorovsky,2,6,11.0,72.0,Special project,After overhaul,Block-brick,"The apartment is completely renovated! two glazed balconies, hall 12m, floor tiles + laminate, expensive interior woodwork, built-in wardrobe, built-in kitchen, boiler, air conditioning are included in the price, "
118000.0,Primorsky,4,5,12.0,87.4,Special project,Renovation,Monolith,Apartment with sea views. Spacious living room and three bedrooms. The bathroom is tiled. Landscaped adjoining territory. Walking distance to the sea.
21000.0,Malinovsky,1,2,2.0,45.0,Special project,Need. in cap. renovation,Shell rock,The apartment needs renovation. Spacious room with two windows. redevelopment is possible. There is a barn in the yard. Good location of the house.
32000.0,Suvorovsky,2,1,5.0,60.0,Special project,After overhaul,Block-brick,"2 room apartment redesigned into full-fledged two one-room apartments. 21 + 1 General 60 1st apartment Excellent condition Room 16m, kitchen 6.5, separate bathroom and tiled. Boiler, air conditioning, fitted kitchen. 2nd apartment Excellent condition. Rooms are 14 m. Kitchen 9m.s / u combined, facing, boiler. Remains the kitchen. A veranda is attached. Own barbecue area. Place for a car. "
50000.0,Suvorovsky,3,10,10.0,66.0,Special project,Renovation,Block-brick,"The house is under constant security, and video surveillance, guarded parking in the yard. Playground in the yard, the yard is fenced. The condition of the apartment is residential, but the renovation in the apartment has not been completed yet. Loggia is glazed with metal plastic windows. The apartment is two-sided, very warm, the windows are open in winter. Three separate rooms. There is a change house attached to the apartment, located nearby on the 10th floor. The elevator is constantly working, if there is a breakdown, then it is repaired on the first call. Very good location. District shopping center family. "
23000.0,Malinovsky,1,1,5.0,31.0,Khrushchevka,Residential clean,Brick,"1-room apartment in a brick cooperative house in good living condition, without a balcony. Clean entrance with intercom, well-groomed green courtyard, convenient infrastructure with good transport links. "
40000.0,Suvorovsky,4,6,9.0,72.0,Special project,Residential clean,Panel,
11000.0,Suvorovsky,2,2,2.0,60.0,Special project,After makeup,Block-brick,"Two rooms in the commune + entrance hall. The rooms are clean, the windows are metal-plastic, the heating is electric, there is also its own, a boiler is installed. To the center 5 minutes. Nearby there is a bus stop, market, pharmacies, shops, schools, kindergartens. "
67000.0,Kievsky,3,1,10.0,66.0,Czech,Renovation,Brick,"House is cooperative. Fully renovated, built-in kitchen, appliances, furniture, 3 air conditioners, heated floors, video surveillance, a place for a car. Bargaining Without Furniture. "
29000.0,Suvorovsky,2,14,19.0,62.0,Special project,After builders,Block-brick,"Near the house there is a developed infrastructure - supermarkets, shopping center ""Artium"", market ""Pochatok"", kindergarten, school, children's clinic, .... Sale by assignment "
30000.0,Primorsky,1,1,4.0,21.0,Special project,Renovation,Brick,"Renovated studio apartment. Equipped with furniture and appliances. The bathroom is combined, tiled. Located near Shevchenko Park. A good option for business. "
65000.0,Primorsky,3,6,16.0,68.0,Special project,After overhaul,Brick,"Separate rooms, parquet, floor tiles in the hallway and kitchen, igos, 2 large loggias glazed, insulated, all new pipes, dressing room. The entrance hall is enlarged due to the vestibule. "
107000.0,Primorsky,2,7,15.0,68.0,Special project,After builders,Monolith,"One-bedroom apartment in ZhK 50 Zhemchuzhina. The apartment is already being renovated, redevelopment and soundproofing are being done. From one room there is an exit to the balcony, which is sunny even in winter. The new layout has two bedrooms and a kitchen-living room. Elevator on a chip, full video surveillance in the courtyard and front door. There is a partial installment plan of 4 payments until September 2021. "
34000.0,Kievsky,1,17,23.0,34.0,Special project,Renovation,Monolith,Apartment in a new rented house. The apartment has been renovated.
37500.0,Kievsky,1,17,23.0,37.2,Special project,Renovation,Monolith,Apartment in the new building of residential complex Dmitrievsky. The apartment has been modernly renovated. A good option for business.
50000.0,Suvorovsky,3,2,9.0,68.0,Special project,After overhaul,Block-brick,"Two-bedroom apartment on the Dnepropetrovsk road! S68 / 40/10 square meters, located on the 2nd floor of a 9-storey building. Apartment on the Dnepropetrovsk road / Bocharova. The brick house is a warm apartment. Clean entrance, nice neighbors. The apartment has been redesigned. One room is in the living room. Good transport interchange. "
52000.0,Primorsky,2,1,9.0,55.0,Special project,Renovation,Brick,"One-bedroom apartment in the residential complex Akademgorodok. Equipped with furniture and appliances. Closed guarded territory, parking place, gorgeous location, next to large supermarkets Tavria V. On the territory of the complex there is a minimarket, a beauty salon, English courses, a restaurant, a pub. The apartment is designed as a commercial property. "
38000.0,Suvorovsky,3,6,9.0,64.0,Czech,After makeup,Panel,Apartment in good condition
32000.0,Suvorovsky,2,5,24.0,49.0,Special project,After builders,,
65000.0,Malinovsky,,1,9.0,90.0,Special project,After overhaul,Block-brick,"Ground floor, separate entrance, own courtyard, two steps away from a school and a kindergarten, 2 bathrooms, marble floors POSSIBLE TO BE USED FOR COMMERCIAL, ideal for a beauty salon GREAT electrical power "
38000.0,Suvorovsky,3,5,9.0,74.0,Special project,Residential clean,Block-brick,"BULGARIAN. Clean, living condition, floors - linoleum + tiles. Joiner - natural wood, varnished. Two balconies are glazed, lined with clapboard. Bath and bathroom section, tiled. Clean front door. THX. "
30000.0,Suvorovsky,2,5,5.0,48.0,Moscow,Renovation,Block-brick,Advance payment in another agency
39000.0,Kievsky,2,5,5.0,43.0,Khrushchevka,After overhaul,Panel,"Mini Czech, modern renovation, everything is very worthy. "
10500.0,Primorsky,1,4,4.0,30.0,Old fund,Residential clean,Shell rock,Clean commune. The room has 2 windows.
18300.0,Malinovsky,1,2,3.0,22.0,Special project,After makeup,,
27000.0,Primorsky,1,2,2.0,35.0,Old fund,Residential clean,Shell rock,"The room is bright. All its own, a commune allocated by the block. Nice quiet courtyard. Possibility of parking. The neighbor agrees to the expansion, completion. "
55000.0,Suvorovsky,3,4,10.0,63.0,Special project,After overhaul,Expanded clay-concrete,"brick house, double-sided, loggia and balcony are glazed, major repairs, igos windows, warm floors, textured plaster on the walls, all modern furniture and all household appliances remain, including a dishwasher, three LCD TVs, etc. the apartment is connected to the console of the state protection of the DCP is more than three years old, "
43000.0,Primorsky,1,11,23.0,37.7,New ,After builders,Aerated concrete,"An innovative and meeting all the requirements of the world standard of residential real estate Residential complex Forty-third pearl on the street. Kamanin. The house became a continuation of one of the largest projects of the KADORR Group, which unites several residential complexes with a single architectural ensemble. "
30000.0,Suvorovsky,2,2,2.0,50.0,Special project,After overhaul,Plastic,"Apartment in the Peresyp area, in good condition. There is a garage in the yard. "
45000.0,Primorsky,1,2,2.0,40.0,Old fund,After overhaul,Shell rock,"The apartment is after renovation, nobody lived, partly new furniture. Five minutes walk to Privoz and Deribasovskaya street. Kitchen-studio and bedroom. Clean well-kept yard. "
42000.0,Primorsky,2,2,4.0,58.0,Old fund,Residential clean,Shell rock,"Excellent location - near Cathedral Square, Gorsad, Deribasovskaya, Greek Square. Two rooms in the commune are in good condition, one of the rooms with a balcony, the kitchen is divided into two parts. "
60000.0,Suvorovsky,3,2,9.0,65.0,Czech,Renovation,Panel,"A major design renovation was made (design project is available) with a complete replacement of wiring, heating and sewerage systems. Stretch ceilings, spot lighting and chandeliers based on economical LEDs. The screed was repaired and a laminate was laid (germany), tiles in the kitchen. The kitchen, bathroom and loggia are equipped with a heated floor system with the possibility of weekly programming. Built-in kitchen, wooden with premium fittings, made to order, on the balcony there is a bar cabinet. Fully insulated facade of the apartment "
48000.0,Primorsky,2,1,3.0,47.0,Old fund,Renovation,Shell rock,"The apartment has been renovated with quality materials. Laminate flooring in the room, ceramic tiles in the kitchen, bathroom and hallway. All communications have been replaced, new electrical wiring. A double-circuit boiler is installed. Its own separate entrance and a cozy front garden. The apartment is located in a quiet courtyard, the entrance and check-in to which is a combination lock. Convenient infrastructure of the area: within walking distance of a supermarket Obzhora, a tram stop, minibuses. Sale with furniture and appliances. "
50000.0,Suvorovsky,2,16,19.0,80.0,Special project,Renovation,Expanded clay-concrete,"apartment renovated, sold with all furniture "
47000.0,Primorsky,2,1,4.0,59.0,Old fund,Residential clean,Shell rock,"Independent 2-room, but actually 3-room apartment in the City Center, it is possible to convert it into two independent apartments. Living condition, floors - parquet and linoleum, igos, boiler, stucco ceilings, large mezzanine, storage room, vestibule Closed clean courtyard, parking for cars, excellent transport interchange "
50000.0,Primorsky,2,4,4.0,50.0,Stalinka,Residential clean,Brick,"Apartment ""Stalinist"" project in an excellent area. Well-groomed courtyard, closed, front door on the code. A rare offer in this area, 5 minutes walk to Deribasovskaya. Nice house, great neighbors. "
19000.0,Primorsky,2,2,3.0,48.0,Old fund,Residential clean,Shell rock,"Clean commune, room after renovation. IGO. Renovated balcony. Everyone has their own boiler. Contemporary cladding. There is a storage room of 20 sq.m. for 4 people. "
44000.0,Suvorovsky,4,9,12.0,78.0,Special project,After makeup,Panel,
75000.0,Kievsky,2,13,18.0,72.0,New ,Renovation,Monolith,"Expensive repairs have been made, self-leveling floors, self-leveling walls, expensive furniture, you can make a 3-room apartment, the apartment is planned for a kitchen studio 35m, and a bedroom 20m "
34000.0,Suvorovsky,2,14,20.0,52.0,Special project,Renovation,Aerated concrete,"LCD European, Bargaining !! "
10000.0,Primorsky,1,3,3.0,14.0,Old fund,Residential clean,Shell rock,
11000.0,Suvorovsky,1,2,9.0,60.0,Special project,Renovation,Block-brick,It is possible to allocate an independent Smart apartment.
7300.0,Malinovsky,1,5,5.0,100.0,Khrushchevka,Residential clean,Brick,"Come in and live. The room has a refrigerator, TV, sofa bed, table, chairs, dressing table with a mirror. Also installed a new door to the room. Own gas stove and bedside table "
24500.0,Malinovsky,1,1,4.0,30.0,New ,After overhaul,Brick,"with furniture and appliances (15 minutes by car to the center) in a complex of 3-4-storey buildings with a well-groomed protected area and parking lots. Heating-air conditioner winter-summer, payment for electric heating pleases (day 0.90 UAH / Sq, night 0.45 UAH / Sq). "
23500.0,Suvorovsky,1,10,10.0,39.0,Special project,After builders,Brick,Apartment after builders. Brick house. The infrastructure of the district is developed.
37500.0,Suvorovsky,1,1,10.0,53.0,Special project,Renovation,,
31000.0,Suvorovsky,2,2,10.0,50.0,Czech,After makeup,Panel,
76000.0,Kievsky,2,18,24.0,61.0,New ,Renovation,Monolith,"in a new rented house on Kostandi-Horizon (Budova) Protected area. total area 61.3. Apartment with high-quality author's renovation using European materials and built-in appliances. With developed infrastructure, everything is within walking distance. The sea can be seen from the windows. Price including assignment, "
53000.0,Primorsky,1,9,24.0,49.0,New ,After builders,Brick,"Residential complex ""Acropolis"" Good layout of the apartment, high ceilings, metering devices, igos, two-layer floor screed: protects from extraneous noise and retains heat, armored door from a European manufacturer, beautiful and silent OTIS elevators, security and video surveillance, green areas for walking, equipped playgrounds for children and sports activities, well-developed infrastructure and transport accessibility to anywhere in the city. Nearby are several kindergartens, several schools, a huge Victory Park, next to Arkadievskaya Alley, "
32000.0,Kievsky,1,6,10.0,40.0,Special project,After overhaul,Brick,"brick house, alcove, total area 40 meters, kitchen 8 meters. A room with an alcove of 20 sq m, furniture and appliances remain (air conditioning, refrigerator, automatic car. Good transport interchange. "
60000.0,Primorsky,2,1,3.0,61.0,Special project,After overhaul,Shell rock,"The apartment is after major repairs, spacious, separate rooms. "
48000.0,Malinovsky,2,1,5.0,50.0,Khrushchevka,Residential clean,Block-brick,"apartment on Cheryomushki, Tereshkova st. (near the market and existing offices) VERY FAVORABLE for an office. (!!!) 3 front windows opposite the Cheryomushki market. Area 50.3 sq. M, there are 7 sq. Meters. LEGALIZED attached veranda (balcony), (more can be completed). "
31500.0,Kievsky,2,10,17.0,52.0,Special project,After builders,,
27000.0,Suvorovsky,1,5,5.0,42.0,Special project,After builders,Block-brick,"New rented house, total 42 m, spacious room, large kitchen, condition from the builders. The sea is within walking distance. Ideal for rent. "
18000.0,Suvorovsky,2,1,9.0,35.0,Special project,Residential clean,Brick,advance
66500.0,Primorsky,2,19,24.0,70.0,New ,After builders,Monolith,2 rooms apartment in a new building under construction. 4th section. House for rent 3rd quarter 2021.
78000.0,Primorsky,1,11,24.0,53.0,Special project,Renovation,Monolith,"Apartment in a new premium class house with a magnificent view of the sea, Playground, free secure parking, video surveillance cameras, health trail, supermarket, hairdresser, school, kindergarten "
90000.0,Malinovsky,2,20,25.0,70.0,New ,After overhaul,Brick,"Lcd Altair-1, Apartment Renovated And Furnished! Very comfortable 2-sided layout. Stretch ceilings, 3 air conditioners, expensive furniture, built-in wardrobes. Side sea view! "
45000.0,Kievsky,3,7,9.0,58.0,Kharkiv,After overhaul,Block-brick,"Brick house. Apartment with separate rooms, open balcony, built-in kitchen, air conditioning. The apartment is in excellent condition, in the vestibule there is a storage room with shelves. A new elevator has been installed. second home from the road. Nearby are several schools, kindergartens, etc. Very convenient transport interchange. Kharkov project. Two markets within walking distance. "
23500.0,Primorsky,1,1,3.0,75.0,Old fund,Residential clean,Shell rock,"A room in a commune with its own private bathroom with a boiler, shower, washing machine and toilet. The kitchen is shared with its own dedicated place. The room has a new heating radiator from a common gas boiler for the commune, an air conditioner with a heating function is also installed. The commune has three more quiet neighbors. There is a private indoor patio. Remains Furniture And Appliances. The apartment is opposite Shevchenko park, 5 minutes from Deribasovskaya and the sea. The house is an architectural monument, a calm quiet area. "
15000.0,Malinovsky,1,2,2.0,30.0,Old fund,Residential clean,Shell rock,"The apartment has a good double-circuit gas boiler, the apartment is warm. The floors are solid. Bath and toilet are combined. Entrance from the yard. Near the market, all the infrastructure is there. "
76000.0,Kievsky,2,18,25.0,61.0,New ,Renovation,Monolith,"ZhK Horizon from SK Budov. Apartment with high-quality author's renovation using European materials and built-in appliances. With a developed infrastructure, everything is within walking distance. The sea can be seen from the windows! "
27000.0,Suvorovsky,2,1,1.0,66.0,Special project,Renovation,Block-brick,"your own front garden with the possibility of being completed forward, if you wish, you can also the 2nd floor. The bathroom is completely new with underfloor heating and a built-in wardrobe. In the apartment we leave a semi-industrial air conditioner for 60 sq., A built-in kitchen with a hob, a sofa, a 2-level transformer bed with new orthopedic mattresses, a built-in wardrobe in the children's room, an LG washing machine and a wardrobe. There is also a 2-tariff electric meter installed in the apartment. We added a kitchen studio 20m, "
46000.0,Malinovsky,1,9,14.0,54.0,New ,Renovation,Brick,"LCD Spanish, 54 squares. The apartment is warm, comfortable, built-in kitchen, heat meter installed. Furniture, appliances, everything remains, "
38000.0,Suvorovsky,2,9,9.0,50.0,Czech,After overhaul,Block-brick,"The apartment is after major renovation, the price includes a built-in kitchen. "
26200.0,Malinovsky,1,5,5.0,35.0,New ,Renovation,Brick,"SOLD RC ""Seventh Heaven"". After overhaul. Individual heating - AGV, MPO, modern cladding, built-in kitchen. Possibly with appliances and furniture. "
58000.0,Suvorovsky,3,7,10.0,81.0,Special project,Renovation,Block-brick,the apartment is sold with furniture and appliances
16000.0,Kievsky,1,11,17.0,24.0,Under construction,After builders,Brick,"Watercolor 2. Smart apartment, delivery June 30, 2021 "
37000.0,Primorsky,1,9,24.0,36.0,New ,After builders,Monolith,"LCD ""Elegy Park"". The house was delivered, east side, beautiful view. Free layout, two windows and two exits to the loggia. Ceiling height 3 meters. High-quality armored door, light, water brought into the apartment, laser screed, heating is connected, there is an individual heat meter. "
45000.0,Suvorovsky,3,10,11.0,63.0,Special project,Renovation,,
46500.0,Primorsky,1,11,24.0,39.0,New ,After builders,Monolith,"LCD ""Elegy Park"". The house was delivered, east side, beautiful view. Free layout, two windows and two exits to the loggia. Ceiling height 3 meters. High-quality armored door, light, water brought into the apartment, laser screed, heating is connected, there is an individual heat meter. "
18000.0,Suvorovsky,1,3,6.0,21.0,Special project,After overhaul,Brick,"The house has very beautiful front doors, video surveillance, all metering devices, a concierge, good lighting in the evening. Conservative building was created. Heating, economical electric convectors. New 6-storey brick building with an Otis lift. suitable for young families and students. The city center and educational institutions in 15 minutes. closed territory. Ideal for rent and accommodation. "
36500.0,Primorsky,1,2,24.0,36.0,New ,After builders,Monolith,"LCD Elegy Park "". The house is commissioned! Condition from the builders. Studio apartment. "
41000.0,Suvorovsky,2,3,19.0,73.5,Special project,After builders,Aerated concrete,The repair is 90% done.
67000.0,Primorsky,4,9,16.0,81.5,Special project,Renovation,,
4500.0,Suvorovsky,1,3,5.0,29.0,Special project,Residential clean,Block-brick,Good living condition
29700.0,Malinovsky,1,3,12.0,37.0,New ,After builders,Monolith,"LCD Malinki on the street. Marshal Malinovsky, view of the private sector. Quiet place. Condition from builders. The loggia is divided between the room and the kitchen. Nice area with developed infrastructure. Convenient transport interchange. "
36000.0,Suvorovsky,1,2,25.0,42.0,New ,Renovation,Block-brick,The apartment is completely renovated. The price includes furniture and appliances.
40000.0,Suvorovsky,2,12,20.0,65.0,Special project,After builders,Monolith,One-bedroom apartment in a new building. House for rent first quarter 2021.
43000.0,Suvorovsky,1,9,11.0,46.0,Special project,Renovation,Brick,Renovated one-room apartment. Built in furniture. the bathroom is tiled. The house is located in the second row from the road. The infrastructure of the district is developed.
39000.0,Malinovsky,2,4,5.0,46.0,Special project,Renovation,Block-brick,"Rooms are separate. Overhaul completed. All the wiring has been changed. Built-in furniture and appliances. Laminate, stretch ceilings. Air conditioning. The bathroom is combined, lined, a boiler, water meters are installed. Pipes And Risers Are Changed. New radiators installed. The balcony is expanded, glazed, insulated. High quality armored door. Intercom. Partially furniture remains. Excellent area and transport interchange. "
45000.0,Primorsky,2,2,24.0,55.0,New ,After builders,Monolith,"34 pearl. The house was put into operation. Condition from the developer, without repair, 2 living rooms, kitchen, separate bathroom, all communications are carried out to the apartment. Closed territory, guarded, playground, free guest parking, parking for residents is being built. "
33000.0,Kievsky,1,10,12.0,40.0,New ,After builders,Brick,"LCD Continent, with a gorgeous view of the city. The house is new, leased. "
85000.0,Primorsky,2,12,25.0,80.0,New ,After builders,Monolith,"36 Pearl. The apartment is two-sided (view of the Genoese and the sea)! The condition of the apartment is from the builders. Excellent location of the house: near Victory Park and a shopping center, the beaches of Arcadia and the Health Track, restaurants and supermarkets, educational institutions and a bus stop. Closed and guarded territory of the house, underground parking, courtyard without cars. "
46500.0,Primorsky,1,6,25.0,57.0,New ,After builders,Aerated concrete,"Lcd aquamarine. The apartment is bright, with direct sea views. The house was put into operation. "
22000.0,Suvorovsky,1,6,9.0,24.0,Special project,Renovation,Block-brick,"A great advantage of the apartment is a corridor attached, you can make a second room there. All furniture and almost all household appliances remain in the apartment. The apartment has been overhauled. The bathroom has been overhauled, all the electricity has been changed. The kitchen has a built-in kitchen, IGO windows. Luxurious location of the apartment: supermarkets, school 40 and 49, stadiums, rural and northern markets, Ukr post office, New mail. There is a small bargaining "
43000.0,Suvorovsky,2,15,17.0,46.0,Special project,Renovation,Block-brick,"Panoramic windows, sea view, near the beach. Everything is thought out for a family with small children. Renovation with Italian furniture and expensive built-in appliances, every morning there is a rainbow in the apartment. Closed area, playground, inside the house a free gym for residents and a wheelchair and bicycle, there are many shops and a market nearby, the sea, a great place to live. Panoramic windows, high ceilings. The last of the frames with panoramic views and high ceilings is one of the best houses in the frame. "
59000.0,Suvorovsky,3,3,10.0,70.3,Special project,After overhaul,Aerated concrete,"Total 71 m, spacious rooms, large kitchen - dining room, apartment after major repairs. 3 balconies are glazed. "
40000.0,Suvorovsky,1,1,6.0,36.0,Special project,Renovation,Block-brick,"One-room apartment in the gated complex Anchors The apartment has been modernly renovated from high quality materials. The apartment is equipped with new furniture and new appliances (washing machine with dryer for 8 kg, hob, freezer refrigerator, boiler, inventory type air conditioner winter summer). There is a dressing room. The complex has a playground, sports ground, barbecue area, guest parking. Possibility to purchase a parking space. "
9500.0,Suvorovsky,1,3,3.0,60.0,Special project,After makeup,Block-brick,"Room in a commune, 12m2. Residential condition. Large communal kitchen and washbasin. The room remains a mezzanine, air conditioning, washing machine and boiler, everything is in working order. Documents are in order. Peresyp area, Odesselmash. ZOR. Bargaining Is Appropriate "
80000.0,Suvorovsky,2,2,6.0,58.0,Special project,Author's design,Block-brick,"One-bedroom apartment in the gated complex of Anchors. The apartment has been modernly renovated from expensive and high quality materials. The apartment is equipped with new furniture and appliances (boiler, washing machine with dryer 8 kg., Inventory type air conditioners winter summer, hob, oven, nord frost refrigerator). Own autonomous heating BOSH boiler with heat regulation sensor. The complex has a playground, sports ground, barbecue area, guest parking. "
38000.0,Suvorovsky,2,11,16.0,54.0,Special project,After builders,Monolith,"Apartment in the new building of the SunCity residential complex. All communications, metal-plastic glazing, armored entrance doors are brought into the apartment. Modern semi-dry screed. Closed guarded territory. "
67000.0,Primorsky,2,1,25.0,75.0,New ,After builders,Aerated concrete,"Residential complex ""Gagarin Plaza-1"", located within walking distance to the sea and Arkadievskaya alley. The free layout of the apartment allows you to either create an ideal comfortable space for a family or divide it into studios for rent. The apartment is after the builders, all communications are connected. Each house has its own pumping station, diesel generator, "
54000.0,Suvorovsky,3,6,10.0,68.0,Czech,Renovation,Panel,The whole apartment has an excellent modern renovation.
23900.0,Malinovsky,1,4,5.0,32.4,Special project,Renovation,,
36000.0,Kievsky,3,9,9.0,72.0,Czech,Residential clean,Panel,"Residential condition, corner loggia "
75000.0,Primorsky,4,2,2.0,88.0,Old fund,Renovation,Block-brick,"The apartment has been renovated, igos, double-sided, its own entrance. In the courtyard there is a place for two cars, Vrotor on the lock code. Apartment in the center, New Market area, near Medin, Urainsky Theater. Very good transport links. "
18000.0,Suvorovsky,2,3,5.0,80.0,Special project,Residential clean,Block-brick,"Two rooms in the commune, its own kitchen, its own bathroom. "
50000.0,Primorsky,2,4,4.0,43.0,Old fund,After makeup,Plastic,"Apartment in the city center, all amenities are included, cozy, comfortable, near a park, the sea, Odessa courtyard. "
18000.0,Suvorovsky,2,3,5.0,80.0,Special project,Residential clean,Block-brick,"Two rooms in the commune, its own kitchen, its own bathroom. "
35000.0,Suvorovsky,1,1,10.0,36.0,Special project,Renovation,Brick,"Lcd Suvorovsky 2 Red brick house. Has a balcony! Renovation was done for yourself, for yourself for a young couple, a comfortable comfortable apartment for housing and for business, equipped with all the necessary furniture and appliances (2 air conditioners, TV, internet, washing machine, boiler, Dushkabin, oven, hob, refrigerator) "
52000.0,Primorsky,2,2,5.0,67.0,Special project,After overhaul,Brick,"2 room apartment in a brick house (special project), 2/5 67/40/9, hallway 12, glazed loggia, clapboard and pantry too, separate bathroom (bathtub), parquet and oak doors, wooden windows, bars on the windows, the kitchen and the bathroom are tiled completely with Spanish tiles with decor, furniture and appliances remain, the front door is on the intercom. The house is 20 years old, closed territory. The apartment is free. Residential condition. "
75000.0,Primorsky,2,1,5.0,75.0,Stalinka,After overhaul,Shell rock,Luxurious apartment after major renovation. Built-in kitchen. Large balcony 30 sq.m.
82000.0,Primorsky,2,15,17.0,75.0,New ,Renovation,Monolith,"Modern renovation with a magnificent view of the city and the sea. In the kitchen and lavatory, the floors in the lavatory are heated. Almost all furniture and appliances remain. There is a storage room with docks on the floor. Beautiful apartment. Hurry to see. "
